society,price,sector,pricePerSqft,propertyType,area,superbuilt,carpet,builtup,bedRooms,bathRooms,address,floorNum,facing,agePossesion,balcony,pooja room,servant room,study room,others,store room,furnishType,luxuryScore
"  vipul world, sector 48, gurgaon",12.5,sector 48,27649.48,house,4520.88,5877.144,3842.748,4520.88,5.0,5.0,"  vipul world, sector 48, gurgaon",2.0,east,relatively new property,3+,1,0,1,0,0,1,63
  dlf the ultima,4.9,sector 81,17308.37,flat,2831.0,2831.0,1981.6999999999998,2406.35,4.0,4.0,"DLF The Ultima Sector 81, Gurgaon",7.0,south-west,relatively new property,,0,1,0,0,0,0,110
"  emaar mgf the vilas, dlf phase 2, gurgaon",18.25,sector 25,,house,,,,,5.0,5.0,"  emaar mgf the vilas, dlf phase 2, gurgaon",3.0,north-east,relatively new property,3+,1,1,1,0,1,1,207
"  sector 10, gurgaon",2.25,sector 10,,house,,,,,3.0,3.0,"  sector 10, gurgaon",1.0,south-west,relatively new property,3,0,0,0,0,0,1,105
  bestech park view grand spa,3.59,sector 81,13496.24,flat,2660.0,2660.0,1729.0,2128.0,3.0,4.0,"Bestech Park View Grand Spa Sector 81, Gurgaon",8.0,north,relatively new property,,0,1,0,0,0,2,164
  godrej meridien,2.15,sector 106,,flat,,,,,2.0,2.0,"Godrej Meridien Sector 106, Gurgaon",9.0,na,relatively new property,,0,0,0,0,0,2,70
"  sector 40, sector 40, gurgaon",9.0,sector 40,,house,,,,,10.0,10.0,"  sector 40, sector 40, gurgaon",3.0,north-west,moderatly old property,3+,1,0,0,0,0,1,33
"  sector 7, gurgaon",1.5,sector 7,,house,,,,,3.0,3.0,"  sector 7, gurgaon",1.0,north-east,relatively new property,3,0,0,0,0,0,1,72
"  block-a, dlf city phase 1, gurgaon",50.0,sector 26,54359.64,house,9198.0,11957.4,7818.3,9198.0,4.0,6.0,"  block-a, dlf city phase 1, gurgaon",2.0,west,moderatly old property,3+,1,1,1,0,1,0,148
  puri emerald bay,3.6,sector 104,14693.88,flat,2450.0,2450.0,1592.5,1960.0,3.0,4.0,"Puri Emerald Bay Sector 104, Gurgaon",10.0,south-east,relatively new property,,0,1,0,0,0,1,197
"  emaar mgf marbella, sector 66, gurgaon",20.0,sector 66,,house,,,,,5.0,8.0,"  emaar mgf marbella, sector 66, gurgaon",2.0,west,relatively new property,3+,1,1,1,0,1,0,183
"  block h, dlf city phase 1, gurgaon",5.8,sector 26,,house,,,,,6.0,6.0,"  block h, dlf city phase 1, gurgaon",3.0,north-east,moderatly old property,3+,1,1,1,1,0,0,63
  pyramid urban homes,0.72,sector 70,8612.44,flat,836.0,836.0,501.59999999999997,627.0,2.0,2.0,"Pyramid Urban Homes Sector 70A, Gurgaon",7.0,north,relatively new property,,0,0,0,0,0,2,110
"  smart world gems, sector 89, gurgaon",1.45,sector 89,,house,,,,,3.0,3.0,"  smart world gems, sector 89, gurgaon",4.0,north-east,new property,3,1,0,0,0,0,2,130
  bestech park view ananda,1.81,sector 81,10903.61,flat,1660.0,1660.0,1079.0,1328.0,3.0,2.0,"Bestech Park View Ananda Sector 81, Gurgaon",10.0,east,moderatly old property,,0,0,0,0,0,2,110
  ireo skyon,3.85,sector 60,18826.41,flat,2045.0,2045.0,1329.25,1636.0,3.0,4.0,"Ireo Skyon Sector 60, Gurgaon",4.0,south,moderatly old property,,0,1,0,0,0,1,137
  shapoorji pallonji joyville gurugram,2.48,sector 102,13574.17,flat,1827.0,1827.0,1187.55,1461.6000000000001,3.0,3.0,"Shapoorji Pallonji Joyville Gurugram Sector 102, Gurgaon",2.0,na,relatively new property,,0,0,0,0,0,2,124
  m3m the mara,1.7,sector 68,13492.06,flat,1260.0,1260.0,756.0,945.0,2.0,2.0,"M3M The Marina Sector 68, Gurgaon",18.0,south-east,relatively new property,,0,0,0,0,1,1,74
"  park facing , dlf phase 2, gurgaon",9.5,sector 25,47979.8,house,1980.0,2574.0,1683.0,1980.0,5.0,6.0,"  park facing , dlf phase 2, gurgaon",3.0,east,relatively new property,3+,1,1,1,1,0,1,63
  unitech escape,2.55,sector 50,16451.61,flat,1550.0,1550.0,930.0,1162.5,2.0,2.0,"Unitech Escape Nirvana Country, Gurgaon",9.0,north-east,moderatly old property,,0,0,1,0,0,1,167
  m3m heights,3.42,sector 65,18708.97,flat,1828.0,1828.0,1188.2,1462.4,3.0,3.0,"M3M Heights Sector 65, Gurgaon",30.0,north,new property,,1,1,1,1,0,1,87
"  dependent house, sector 10, gurgaon",4.5,sector 10,,house,,,,,9.0,9.0,"  dependent house, sector 10, gurgaon",3.0,north-east,relatively new property,3,0,0,1,0,1,1,127
  spaze kalistaa,4.65,sector 84,10946.33,flat,4248.0,4248.0,2973.6,3610.7999999999997,4.0,4.0,"Spaze Kalistaa Sector 84, Gurgaon",11.0,north-east,relatively new property,,1,1,1,0,1,0,147
  godrej habitat,1.4,sector 3,9695.29,flat,1444.0,1444.0,866.4,1083.0,2.0,2.0,"Godrej Habitat Sector 3, Gurgaon",5.0,na,relatively new property,,0,0,0,0,0,2,49
"  sector 31, gurgaon",4.75,sector 31,,house,,,,,2.0,2.0,"  sector 31, gurgaon",1.0,north-east,moderatly old property,0,0,0,0,0,1,2,62
  bestech park view grand spa,5.35,sector 81,12738.1,flat,4200.0,4200.0,2940.0,3570.0,4.0,6.0,"Bestech Park View Grand Spa Sector 81, Gurgaon",7.0,east,moderatly old property,,0,1,1,0,0,1,123
  indiabulls centrum park,1.4,sector 103,11200.0,flat,1250.0,1250.0,750.0,937.5,2.0,2.0,"Indiabulls Centrum Park Sector 103, Gurgaon",9.0,north-east,relatively new property,,0,0,0,0,0,2,194
  m3m heights,3.8,sector 65,18500.49,flat,2054.0,2054.0,1335.1000000000001,1643.2,3.0,3.0,"M3M Heights Sector 65, Gurgaon",2.0,north-west,relatively new property,,0,1,0,0,0,1,125
  adani m2k oyster grande,2.5,sector 102,13234.52,flat,1889.0,1889.0,1227.8500000000001,1511.2,3.0,4.0,"Adani M2K Oyster Grande Sector 102, Gurgaon",10.0,north-east,moderatly old property,,0,1,0,0,0,2,132
  adani m2k oyster grande,5.9,sector 102,12972.74,flat,4548.0,4548.0,3183.6,3865.7999999999997,4.0,4.0,"Adani M2K Oyster Grande Sector 102, Gurgaon",5.0,east,relatively new property,,1,1,0,0,0,1,110
  tata primanti,5.75,sector 72,17424.24,flat,3300.0,3300.0,2310.0,2805.0,4.0,5.0,"Tata Primanti Sector 72, Gurgaon",5.0,east,moderatly old property,,0,1,0,0,0,1,221
  adani m2k oyster grande,2.25,sector 102,13321.49,flat,1689.0,1689.0,1097.8500000000001,1351.2,3.0,3.0,"Adani M2K Oyster Grande Sector 102, Gurgaon",6.0,north-east,relatively new property,,0,0,0,1,0,1,110
  dlf new town heights 2,2.38,sector 86,10101.87,flat,2356.0,2356.0,1649.1999999999998,2002.6,4.0,4.0,"DLF New Town Heights 2 Sector 86, Gurgaon",3.0,north-east,relatively new property,,1,1,0,0,0,1,87
  vatika gurgaon 21,1.95,sector 83,11252.16,flat,1733.0,1733.0,1126.45,1386.4,3.0,3.0,"Vatika Gurgaon 21 Sector 83, Gurgaon",0.0,north-east,moderatly old property,,0,0,0,0,0,1,110
  experion wdchants,4.65,sector 112,,flat,,,,,3.0,3.0,"Experion Windchants Sector 112, Gurgaon",13.0,east,relatively new property,,1,0,1,0,0,2,109
  m3m heights,3.68,sector 65,18039.22,flat,2040.0,2040.0,1326.0,1632.0,3.0,3.0,"M3M Heights Sector 65, Gurgaon",9.0,east,new property,,0,1,0,0,0,1,108
"  south city 2, gurgaon",5.8,sector 49,12837.54,house,4518.0,5873.400000000001,3840.2999999999997,4518.0,4.0,6.0,"  south city 2, gurgaon",5.0,na,relatively new property,3+,1,1,0,0,1,1,112
  adani m2k oyster grande,3.3,sector 102,12795.66,flat,2579.0,2579.0,1676.3500000000001,2063.2000000000003,3.0,3.0,"Adani M2K Oyster Grande Sector 102, Gurgaon",1.0,east,relatively new property,,0,1,1,0,0,2,173
"  palam vihar, gurgaon",4.25,sector 1,23970.67,house,1773.0,2304.9,1507.05,1773.0,6.0,6.0,"  palam vihar, gurgaon",3.0,north,relatively new property,3,0,0,0,0,0,2,32
  ats kocoon,2.35,sector 109,13467.05,flat,1745.0,1745.0,1134.25,1396.0,3.0,3.0,"ATS Kocoon Sector 109, Gurgaon",6.0,east,relatively new property,,0,0,0,0,0,1,153
"  dlf city plots, dlf phase 1, gurgaon",30.0,sector 26,66401.06,house,4518.0,5873.400000000001,3840.2999999999997,4518.0,4.0,4.0,"  dlf city plots, dlf phase 1, gurgaon",2.0,north,old property,3,1,1,1,0,1,2,172
"  sector 50, gurgaon",11.9,sector 50,,house,,,,,1.0,1.0,"  sector 50, gurgaon",1.0,north,relatively new property,1,0,0,0,1,0,2,25
"  greenwood city, gurgaon",16.0,sector 45,,house,,,,,5.0,7.0,"  greenwood city, gurgaon",3.0,north-east,relatively new property,3,1,1,1,0,1,2,199
  chtels serenity,3.0,sector 109,14285.71,flat,2100.0,2100.0,1365.0,1680.0,3.0,4.0,"Chintels Serenity Sector 109, Gurgaon",12.0,north-east,relatively new property,,0,1,0,0,0,2,167
  m3m woodshire,1.43,sector 107,9322.03,flat,1534.0,1534.0,920.4,1150.5,2.0,2.0,"M3M Woodshire Sector 107, Gurgaon",12.0,north,relatively new property,,0,0,1,0,0,1,221
"  cyber city, v block dlf phase 3, gurgaon",5.35,sector 23,36468.98,house,1467.0,1907.1000000000001,1246.95,1467.0,4.0,5.0,"  cyber city, v block dlf phase 3, gurgaon",2.0,east,relatively new property,3+,1,0,0,0,0,1,148
  emaar mgf the palm drive,3.8,sector 66,19487.18,flat,1950.0,1950.0,1267.5,1560.0,3.0,3.0,"Emaar MGF The Palm Drive Sector 66, Gurgaon",5.0,east,moderatly old property,,0,1,0,0,0,1,221
"  sector 17b, gurgaon",10.55,sector 17,23351.04,house,4518.0,5873.400000000001,3840.2999999999997,4518.0,4.0,4.0,"  sector 17b, gurgaon",4.0,north,old property,3,1,1,1,0,0,2,106
"  sector 7, gurgaon",3.3,sector 7,,house,,,,,4.0,3.0,"  sector 7, gurgaon",2.0,south-west,moderatly old property,2,1,1,1,0,0,2,28
  ramprastha primera,1.54,sector 37,8555.56,flat,1800.0,1800.0,1170.0,1440.0,3.0,3.0,"Ramprastha Primera Sector 37D, Gurgaon",5.0,east,relatively new property,,0,0,0,0,0,2,172
"  dlf city phase 1, sector 26, gurgaon",4.8,sector 26,,house,,,,,6.0,6.0,"  dlf city phase 1, sector 26, gurgaon",3.0,north-east,old property,3+,1,1,1,1,0,0,63
"  sector 70a, gurgaon",1.4,sector 70,,house,,,,,3.0,3.0,"  sector 70a, gurgaon",2.0,east,relatively new property,2,0,0,0,0,0,2,118
"  a block sushant lok phase 1, gurgaon",25.0,sector 43,34167.01,house,7317.0,9512.1,6219.45,7317.0,11.0,10.0,"  a block sushant lok phase 1, gurgaon",4.0,north,moderatly old property,3+,1,1,1,0,1,1,192
"  dlf phase 2, gurgaon",14.95,sector 25,33222.22,house,4500.0,5850.0,3825.0,4500.0,6.0,7.0,"  dlf phase 2, gurgaon",3.0,north-east,moderatly old property,3+,1,1,1,0,1,1,199
"  block c, palam vihar, gurgaon",3.99,sector 1,,house,,,,,6.0,6.0,"  block c, palam vihar, gurgaon",3.0,south,relatively new property,2,0,0,0,0,1,1,207
  ats marigold,2.13,sector 89,12171.43,flat,1750.0,1750.0,1137.5,1400.0,3.0,3.0,"ATS Marigold Sector 89 A, Gurgaon",5.0,west,new property,,0,0,0,0,1,2,114
"  sector 57, gurgaon",7.5,sector 57,,house,,,,,15.0,15.0,"  sector 57, gurgaon",3.0,west,relatively new property,3+,0,0,0,0,1,0,68
"  palam vihar, gurgaon",13.0,sector 1,26948.59,house,4824.0,6271.2,4100.4,4824.0,5.0,5.0,"  palam vihar, gurgaon",2.0,west,old property,3+,1,1,0,0,1,1,165
  adani m2k oyster grande,5.6,sector 102,12313.1,flat,4548.0,4548.0,3183.6,3865.7999999999997,4.0,4.0,"Adani M2K Oyster Grande Sector 102, Gurgaon",10.0,north-east,relatively new property,,1,1,0,0,0,1,197
  m3m st andrews,16.0,sector 65,25137.47,flat,6365.0,6365.0,4455.5,5410.25,4.0,6.0,"M3M St Andrews Sector 65, Gurgaon",29.0,north,relatively new property,,1,1,1,0,1,1,221
"  malibu town, gurgaon",15.25,sector 47,,house,,,,,6.0,7.0,"  malibu town, gurgaon",3.0,north-east,relatively new property,3+,1,1,1,0,1,1,190
  vatika seven elements,1.63,sector 89,10155.76,flat,1605.0,1605.0,963.0,1203.75,2.0,2.0,"Vatika Seven Elements Sector 89 A, Gurgaon",12.0,east,new property,,1,1,0,0,1,2,221
  paras dews,1.45,sector 106,10469.31,flat,1385.0,1385.0,831.0,1038.75,2.0,2.0,"Paras Dews Sector 106, Gurgaon",5.0,north-east,relatively new property,,0,0,0,1,0,2,110
  m3m skycity,3.78,sector 65,18403.12,flat,2054.0,2054.0,1335.1000000000001,1643.2,3.0,3.0,"M3M Skycity Sector 65, Gurgaon",45.0,north-west,relatively new property,,0,1,0,0,0,2,59
"  ansal florence residency, sushant lok phase 3, gurgaon",7.75,sector 57,,house,,,,,4.0,4.0,"  ansal florence residency, sushant lok phase 3, gurgaon",2.0,west,moderatly old property,2,1,0,1,0,0,1,63
  tulip violet,2.5,sector 69,15842.84,flat,1578.0,1578.0,1025.7,1262.4,3.0,3.0,"Tulip Violet Sector 69, Gurgaon",8.0,north,moderatly old property,,1,0,0,0,0,1,167
  m3m woodshire,2.0,sector 107,8470.99,flat,2361.0,2361.0,1534.65,1888.8000000000002,3.0,4.0,"M3M Woodshire Sector 107, Gurgaon",6.0,north-east,relatively new property,,1,1,0,0,0,1,221
  ireo skyon,5.65,sector 60,20178.57,flat,2800.0,2800.0,1959.9999999999998,2380.0,4.0,4.0,"Ireo Skyon Sector 60, Gurgaon",16.0,east,relatively new property,,0,1,0,0,0,1,196
  ireo the corridors,2.05,sector 67,13814.02,flat,1484.0,1484.0,890.4,1113.0,2.0,2.0,"Ireo The Corridors Sector 67A, Gurgaon",7.0,north,new property,,0,0,1,0,1,1,188
  tulip ivory,4.8,sector 70,12467.53,flat,3850.0,3850.0,2695.0,3272.5,5.0,6.0,"Tulip Ivory Sector 70, Gurgaon",12.0,east,new property,,0,1,0,0,0,1,42
"  ultra luxury builder floor, south city 1, gurgaon",3.5,sector 41,,house,,,,,3.0,3.0,"  ultra luxury builder floor, south city 1, gurgaon",4.0,north-east,new property,3,1,0,1,0,0,0,142
  dlf new town heights 1,2.5,sector 90,10575.3,flat,2364.0,2364.0,1654.8,2009.3999999999999,4.0,4.0,"DLF New Town Heights 1 Sector 90, Gurgaon",15.0,north,relatively new property,,1,1,0,0,0,2,94
  m3m heights,3.65,sector 65,18250.0,flat,2000.0,2000.0,1300.0,1600.0,3.0,4.0,"M3M Heights Sector 65, Gurgaon",30.0,na,new property,,0,1,0,0,0,2,94
  experion wdchants,8.15,sector 112,12885.38,flat,6325.0,6325.0,4427.5,5376.25,5.0,6.0,"Experion Windchants Sector 112, Gurgaon",2.0,east,relatively new property,,1,1,0,0,0,1,134
  m3m soulitude,1.22,sector 89,11060.74,flat,1103.0,1103.0,661.8,827.25,2.0,2.0,"M3M Soulitude Sector 89, Gurgaon",4.0,north-east,new property,,0,0,0,0,1,2,192
"  sector 7, gurgaon",2.25,sector 7,,house,,,,,4.0,4.0,"  sector 7, gurgaon",2.0,south-west,old property,2,1,0,0,0,0,1,15
  unitech the residences,2.3,sector 33,,flat,,,,,3.0,3.0,"Unitech The Residences Sector 33, Gurgaon",8.0,north-east,moderatly old property,,0,0,1,0,0,1,30
"  suncity, gurgaon",9.65,sector 54,,house,,,,,5.0,6.0,"  suncity, gurgaon",3.0,north-east,relatively new property,3,1,1,0,0,0,1,190
"  bptp astaire gardens, sector 70a, gurgaon",6.3,sector 70,,house,,,,,4.0,5.0,"  bptp astaire gardens, sector 70a, gurgaon",3.0,north-east,new property,2,1,1,1,0,0,2,63
"  palam vihar, gurgaon",10.5,sector 1,22435.9,house,4680.0,6084.0,3978.0,4680.0,6.0,5.0,"  palam vihar, gurgaon",2.0,south,old property,3+,1,1,1,0,0,2,45
"  greenwood city, gurgaon",8.0,sector 45,,house,,,,,5.0,6.0,"  greenwood city, gurgaon",3.0,north-east,relatively new property,3,1,1,0,0,0,2,190
"  unitech residency greens, block h block d sector 46, gurgaon",3.0,sector 46,,house,,,,,3.0,4.0,"  unitech residency greens, block h block d sector 46, gurgaon",1.0,east,old property,2,1,1,0,0,0,1,38
  bestech park view ananda,1.52,sector 81,11176.47,flat,1360.0,1360.0,816.0,1020.0,2.0,2.0,"Bestech Park View Ananda Sector 81, Gurgaon",10.0,south,relatively new property,,0,0,0,0,0,2,110
  m3m woodshire,1.28,sector 107,9370.42,flat,1366.0,1366.0,819.6,1024.5,2.0,2.0,"M3M Woodshire Sector 107, Gurgaon",7.0,east,relatively new property,,0,0,0,0,0,1,221
  bestech park view grand spa,4.1,sector 81,12872.84,flat,3185.0,3185.0,2229.5,2707.25,4.0,5.0,"Bestech Park View Grand Spa Sector 81, Gurgaon",10.0,north-west,relatively new property,,0,1,0,0,0,1,212
"  block c, sushant lok phase 1, gurgaon",18.0,sector 43,,house,,,,,16.0,18.0,"  block c, sushant lok phase 1, gurgaon",4.0,east,new property,3+,1,1,1,1,0,0,63
  unitech fresco,2.25,sector 50,15867.42,flat,1418.0,1418.0,850.8,1063.5,2.0,2.0,"Unitech Fresco Nirvana Country, Gurgaon",8.0,north-east,moderatly old property,,1,0,0,0,0,1,221
  bptp terra,2.65,sector 37,12094.93,flat,2191.0,2191.0,1533.6999999999998,1862.35,4.0,4.0,"BPTP Terra Sector 37D, Gurgaon",11.0,north,relatively new property,,0,1,0,0,0,2,94
"  surat nagar phase 1, gurgaon",0.54,sector 104,11764.71,house,459.0,550.8,344.25,459.0,2.0,2.0,"  surat nagar phase 1, gurgaon",2.0,south,new property,1,1,0,1,0,1,2,65
  dlf park place,8.0,sector 54,,flat,,,,,3.0,3.0,"DLF Park Place Sector 54, Gurgaon",25.0,east,old property,,0,1,0,0,0,0,221
  dlf the primus,2.9,sector 82,16120.07,flat,1799.0,1799.0,1169.3500000000001,1439.2,3.0,3.0,"DLF The Primus Sector 82A, Gurgaon",10.0,north,relatively new property,,0,0,0,0,0,0,176
"  ashiana silver crest, sector 48, gurgaon",8.0,sector 48,,house,,,,,3.0,3.0,"  ashiana silver crest, sector 48, gurgaon",1.0,north,old property,3+,0,1,0,0,0,2,83
  ss the coralwood,1.9,sector 84,10052.91,flat,1890.0,1890.0,1228.5,1512.0,3.0,3.0,"SS The Coralwood Sector 84, Gurgaon",5.0,north-east,relatively new property,,1,0,0,0,0,2,137
"  eros rosewood city, sector 49, gurgaon",5.0,sector 49,,house,,,,,4.0,4.0,"  eros rosewood city, sector 49, gurgaon",2.0,na,moderatly old property,3+,0,1,0,0,1,1,98
  ramprastha the edge towers,1.44,sector 37,8597.01,flat,1675.0,1675.0,1088.75,1340.0,3.0,3.0,"Ramprastha The Edge Towers Sector 37D, Gurgaon",4.0,east,relatively new property,,0,0,0,0,0,1,94
"  signature global city 92, sector 92, gurgaon",1.03,sector 92,8604.85,house,1197.0,1436.3999999999999,897.75,1197.0,2.0,2.0,"  signature global city 92, sector 92, gurgaon",4.0,north-east,new property,3,0,0,1,1,0,2,178
  conscient elevate,6.1,sector 59,23506.74,flat,2595.0,2595.0,1686.75,2076.0,3.0,3.0,"Conscient Elevate Sector 59, Gurgaon",8.0,north-east,new property,,0,1,1,0,0,1,178
"  international city by sobha phase 1, sector 109, gurgaon",8.51,sector 109,,house,,,,,4.0,6.0,"  international city by sobha phase 1, sector 109, gurgaon",3.0,north-east,new property,3+,1,1,1,0,1,2,207
  m3m heights,3.25,sector 65,17778.99,flat,1828.0,1828.0,1188.2,1462.4,3.0,3.0,"M3M Heights Sector 65, Gurgaon",9.0,east,moderatly old property,,0,0,0,1,0,1,221
  paras dews,1.36,sector 106,9819.49,flat,1385.0,1385.0,831.0,1038.75,2.0,2.0,"Paras Dews Sector 106, Gurgaon",7.0,north-east,relatively new property,,0,0,0,0,0,2,221
  shree vardhman victoria,2.45,sector 70,12564.1,flat,1950.0,1950.0,1267.5,1560.0,3.0,5.0,"Shree Vardhman Victoria Sector 70, Gurgaon",10.0,north-west,new property,,0,1,0,0,0,1,94
"  south city 1, gurgaon",14.0,sector 41,,house,,,,,5.0,7.0,"  south city 1, gurgaon",3.0,north-west,relatively new property,3,1,1,1,0,1,1,199
  godrej meridien,3.2,sector 106,15984.02,flat,2002.0,2002.0,1301.3,1601.6000000000001,3.0,4.0,"Godrej Meridien Sector 106, Gurgaon",10.0,north-east,relatively new property,,0,1,0,0,0,2,134
  indiabulls centrum park,1.8,sector 103,10055.87,flat,1790.0,1790.0,1163.5,1432.0,3.0,3.0,"Indiabulls Centrum Park Sector 103, Gurgaon",3.0,north-east,relatively new property,,0,0,1,0,0,2,101
  vipul greens,3.15,sector 48,18918.92,flat,1665.0,1665.0,1082.25,1332.0,3.0,3.0,"Vipul Greens Sector 48, Gurgaon",7.0,north-east,moderatly old property,,0,1,0,0,0,1,164
  pareena mi casa,1.5,sector 68,12048.19,flat,1245.0,1245.0,747.0,933.75,2.0,2.0,"Pareena Mi Casa Sector 68, Gurgaon",11.0,north-east,relatively new property,,0,0,0,0,0,2,103
  m3m golfestate,9.5,sector 65,23690.77,flat,4010.0,4010.0,2606.5,3208.0,3.0,3.0,"M3M Golfestate Sector 65, Gurgaon",15.0,north,relatively new property,,1,1,1,0,1,1,221
  unitech fresco,2.7,sector 50,14384.66,flat,1877.0,1877.0,1220.05,1501.6000000000001,3.0,4.0,"Unitech Fresco Nirvana Country, Gurgaon",8.0,north-east,relatively new property,,0,1,0,0,0,2,157
  puri emerald bay,3.4,sector 104,13877.55,flat,2450.0,2450.0,1592.5,1960.0,3.0,4.0,"Puri Emerald Bay Sector 104, Gurgaon",9.0,west,relatively new property,,0,1,0,0,0,1,42
"  sector 21 pocket a, gurgaon",12.0,sector 21 pocket a,26666.67,house,4500.0,5850.0,3825.0,4500.0,4.0,4.0,"  sector 21 pocket a, gurgaon",1.0,south,old property,1,0,1,0,0,1,0,47
  ramprastha primera,1.7,sector 37,9577.46,flat,1775.0,1775.0,1153.75,1420.0,3.0,3.0,"Ramprastha Primera Sector 37D, Gurgaon",2.0,north-east,relatively new property,,0,0,0,0,0,2,63
  ats kocoon,4.18,sector 109,13727.42,flat,3045.0,3045.0,2131.5,2588.25,4.0,5.0,"ATS Kocoon Sector 109, Gurgaon",11.0,east,relatively new property,,0,1,0,0,0,1,153
  dlf the ultima,3.75,sector 81,17831.67,flat,2103.0,2103.0,1366.95,1682.4,3.0,4.0,"DLF The Ultima Sector 81, Gurgaon",7.0,north,relatively new property,,0,1,0,0,0,0,133
  awho sispal vihar,2.9,sector 49,14384.92,flat,2016.0,2016.0,1411.1999999999998,1713.6,4.0,3.0,"AWHO Sispal Vihar Sector 49, Gurgaon",2.0,east,moderatly old property,,1,0,0,0,0,2,80
"  krishna colony, gurgaon",1.35,sector 7,,house,,,,,4.0,3.0,"  krishna colony, gurgaon",3.0,south-west,old property,3,0,0,0,0,0,2,33
"  sector 46, gurgaon",3.62,sector 46,,house,,,,,4.0,4.0,"  sector 46, gurgaon",3.0,north,old property,3+,0,0,0,1,0,1,45
  dlf the ultima,4.9,sector 81,17061.28,flat,2872.0,2872.0,2010.3999999999999,2441.2,4.0,4.0,"DLF The Ultima Sector 81, Gurgaon",23.0,east,relatively new property,,0,1,0,0,0,1,110
  conscient elevate,8.75,sector 59,,flat,,,,,4.0,5.0,"Conscient Elevate Sector 59, Gurgaon",5.0,west,relatively new property,,0,1,0,0,0,1,39
  adani m2k oyster grande,2.4,sector 102,14209.59,flat,1689.0,1689.0,1097.8500000000001,1351.2,3.0,3.0,"Adani M2K Oyster Grande Sector 102, Gurgaon",2.0,na,relatively new property,,0,0,0,0,0,2,77
  ats kocoon,2.3,sector 109,13180.52,flat,1745.0,1745.0,1134.25,1396.0,3.0,3.0,"ATS Kocoon Sector 109, Gurgaon",20.0,west,relatively new property,,0,0,0,0,0,2,212
  conscient elevate,6.25,sector 59,24084.78,flat,2595.0,2595.0,1686.75,2076.0,3.0,3.0,"Conscient Elevate Sector 59, Gurgaon",10.0,north-east,relatively new property,,1,1,0,0,0,1,39
"  international city by sobha phase 2, sector 109, gurgaon",18.0,sector 109,40000.0,house,4500.0,5850.0,3825.0,4500.0,5.0,6.0,"  international city by sobha phase 2, sector 109, gurgaon",2.0,west,new property,3,0,1,1,0,0,2,63
"  v block dlf phase 3, gurgaon",9.95,sector 23,,house,,,,,5.0,5.0,"  v block dlf phase 3, gurgaon",2.0,na,old property,3+,0,1,0,0,0,2,108
"  v block dlf phase 3, gurgaon",16.5,sector 23,36520.58,house,4518.0,5873.400000000001,3840.2999999999997,4518.0,4.0,4.0,"  v block dlf phase 3, gurgaon",3.0,na,relatively new property,3+,1,1,1,0,1,0,126
"  south zone rwa, sector 23, gurgaon",6.5,sector 23,,house,,,,,6.0,4.0,"  south zone rwa, sector 23, gurgaon",2.0,south,old property,3,0,1,0,0,1,1,192
