propertName,rating,society,price,pricePerSqft,area,areaWithType,bedRooms,bathRooms,additionalRooms,address,floorNum,facing,agePossesion,nearbyLocation,description,furnishDetails,features
"3 BHK Flatin Nirvana Country, Gurgaon",3.7,  the close north,4.4,16890.6,2605.0,2600.0,3,3,servant room,"The Close North Nirvana Country, Gurgaon",6,east,5 to 10 Year Old,"['Sector 55-56 Metro Station', 'Eros City Square', 'Golf Course Ext Road', 'Badshapur Sohna Highway', 'Lotus Valley International School', 'Sushant University', 'Park Hospital', 'Indira Gandhi Intl Airport', 'Basai Dhankot Railway Station']","This lovely 3 bhk apartment/flat in nirvana country is available for sale in one of gurgaon's most popular projects, the close north. This is a east-Facing property. Constructed on a super built up area of 2605 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 3 balconies. This flat is situat...","['5 Fan', '1 Exhaust Fan', '1 Dining Table', '4 Geyser', '1 Stove', '12 Light', '1 Modular Kitchen', '5 AC', '1 Chimney', '3 Wardrobe', '1 Microwave', 'No Bed', 'No Curtains', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"3 BHK Flatin Nirvana Country, Gurgaon",4.0,  the close south,4.35,17540.32,2480.0,2470.0,3,4,servant room,"The Close South Nirvana Country, Gurgaon",9,north,5 to 10 Year Old,"['Fresco Market', 'Emerald Plaza', 'Tagore Public School', 'Lotus Valley School', 'Eye Doctors at Krishna Netralaya', 'Canara Bank', 'HDFC Bank', 'Syndicate Bank', 'IDFC FIRST Bank', 'Apollo Pharmacy', 'Green garden narsari', 'Star Nursery', 'HP Petrol Pump', 'Insfire Sports']","Check out this 3 bhk apartment for sale in the close south, a popular residential project that houses in-Demand flats in nirvana country, gurgaon. This is a north-Facing property. The flat occupies a super built up area of 2480 sq.Ft. That consists of 3 bedrooms, 4 bathrooms and more than 3 balconie...","['5 Fan', '1 Exhaust Fan', '4 Geyser', '1 Stove', '10 Light', '5 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '3 Wardrobe', '1 Microwave', 'No Bed', 'No Dining Table', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"3 BHK Flatin Sector 57, Gurgaon",4.0,  bptp freedom park life,3.33,14522.46,2293.0,2290.0,3,4,servant room,"BPTP Freedom Park Life Sector 57, Gurgaon",16,north,5 to 10 Year Old,"['Iffco Chowk', 'Baani Square', 'Nirvana central road', 'Presidium School Gurgaon', 'Gurugram University', 'CK Birla Hospital, Gurgaon', 'Indira Gandhi Intl Airport', 'Gurgaon rlwy station', 'Hans Business Park', 'De Adventure Park', 'DLF Golf and Country Club', 'Tau Devi Lal Athletic Stadium']","Bptp freedom park life is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 57 gurgaon is your opportunity to be a part of this community. This property faces the north direction. Constructed on a super built up area of 2293 sq.Ft., the flat comprises 3 bedr...","['1 Fridge', '5 Fan', '1 Exhaust Fan', '4 Geyser', '1 Stove', '10 Light', '1 Modular Kitchen', '1 Curtains', '1 Chimney', '5 AC', '3 Wardrobe', '1 Microwave', 'No Bed', 'No Dining Table', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"3 BHK Flatin Nirvana Country, Gurgaon",3.9,  unitech escape,3.25,15853.66,2050.0,2040.0,3,4,"servant room,pooja room","Unitech Escape Nirvana Country, Gurgaon",6,north,5 to 10 Year Old,"['Sector 55-56 Metro Station', 'Airia Mall', 'Sohna Road', 'Faridabad Gurgaon Road', 'St Xavier High School', 'Gurugram University', 'Park Hospital', 'IGI Airport', 'M3M IFC', 'Radisson Hotel Gurugram', 'SkyJumper Trampoline Park']","This beautiful 3 bhk flat in nirvana country, gurgaon is situated in unitech escape, one of the popular residential society in gurgaon. This is a north-Facing property. The flat occupies a super built up area of 2050 sq.Ft. That consists of 3 bedrooms, 4 bathrooms and 2 balconies. The residential bu...","['1 Water Purifier', '5 Fan', '1 Fridge', '1 Exhaust Fan', '4 Geyser', '1 Stove', '12 Light', '5 AC', '1 Chimney', '1 Modular Kitchen', '1 Curtains', '3 Wardrobe', '1 Microwave', 'No Bed', 'No Dining Table', 'No Sofa', 'No TV', 'No Washing Machine']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"2 BHK Flatin Sector 65, Gurgaon",3.8,  m3m heights,2.8,,,1514.0,2,2,not available,"M3M Heights Sector 65, Gurgaon",33,north-east,0 to 1 Year Old,"['Rapid Metro Sector 56', 'M3m 65th Avenue Mall', 'Golf Course Extension Road', 'Gurgaon - Delhi Expy', 'DPS International School', 'DPG Institute of Technology', 'Park Hospital', 'Indira Gandhi International Airport', 'Lemon Tree Hotel', 'SkyJumper Trampoline Park', 'PVR Drive in Theatre']","We have a beautiful and spacious 2bhk available with us for sale. 
M3m heights in sector 65, gurgaon is a ready-To-Move housing society. It offers apartments in varied budget range. These units are a perfect combination of comfort and style, specifically designed to suit your requirements and conven...","['2 Wardrobe', '2 Fan', '1 Exhaust Fan', '2 Geyser', '2 Light', '1 Modular Kitchen', '1 Curtains', '3 AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'Centrally Air Conditioned', 'High Ceiling Height', 'False Ceiling Lighting', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"3 BHK Flatin Sector 65, Gurgaon",3.8,  m3m heights,3.75,18257.06,2054.0,,3,4,servant room,"M3M Heights Sector 65, Gurgaon",19,north-east,0 to 1 Year Old,"['Rapid Metro Sector 56', 'M3m 65th Avenue Mall', 'Golf Course Extension Road', 'Gurgaon - Delhi Expy', 'DPS International School', 'DPG Institute of Technology', 'Park Hospital', 'Indira Gandhi International Airport', 'Lemon Tree Hotel', 'SkyJumper Trampoline Park', 'PVR Drive in Theatre']",We have a brand new beautiful 3 bedroom with main golf course extension road facing open views.Ready to move with a well appointed modular kitchen and all rooms fitted with air conditioners. Complete with club memebership the rates include 4 lakhs of maintenance covering the deposit and payment for ...,"['3 Wardrobe', '3 Fan', '1 Exhaust Fan', '3 Geyser', '3 Light', '1 Modular Kitchen', '1 Curtains', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Centrally Air Conditioned', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"3 BHK Flatin Sector 66, Gurgaon",4.1,  emaar mgf the palm drive,3.8,19487.18,1950.0,1920.0,3,3,servant room,"Emaar MGF The Palm Drive Sector 66, Gurgaon",5,east,5 to 10 Year Old,"['Sector 55-56 Rapid Metro Station', 'HUB 66', 'NH 248A', 'Hasanpur', 'Ashoka International School', 'Gurugram University', 'Park Hospital', 'Indira Gandhi International Airport', 'Sealdah', 'Vatika Business Centre', 'The Oberoi Gurgaon', 'De Adventure Park', 'DLF Golf and Country Club', 'Tau DeviLal Sports Complex']","This lovely 3 bhk apartment/flat in sector 66 gurgaon is available for sale in one of gurgaon's most popular projects, emaar mgf the palm drive. This property faces the east direction. The flat is over 1950 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 2 balconies. The resi...","['1 Water Purifier', '1 Fridge', '4 Fan', '1 Exhaust Fan', '4 Geyser', '1 Stove', '11 Light', '1 Curtains', '1 Modular Kitchen', '1 Chimney', '5 AC', '3 Wardrobe', '1 Microwave', 'No Bed', 'No Dining Table', 'No Sofa', 'No TV', 'No Washing Machine']","['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"2 BHK Flatin Sector 66, Gurgaon",4.1,  emaar mgf the palm drive,2.45,19036.52,1287.0,1280.0,2,2,others,"Emaar MGF The Palm Drive Sector 66, Gurgaon",3,east,1 to 5 Year Old,"['Sector 55-56 Rapid Metro Station', 'HUB 66', 'NH 248A', 'Hasanpur', 'Ashoka International School', 'Gurugram University', 'Park Hospital', 'Indira Gandhi International Airport', 'Sealdah', 'Vatika Business Centre', 'The Oberoi Gurgaon', 'De Adventure Park', 'DLF Golf and Country Club', 'Tau DeviLal Sports Complex']","Looking for a 2 bhk property for sale in gurgaon? Buy this 2 bhk flat in emaar mgf the palm drive that is situated in sector 66 gurgaon. The flat is facing the east direction. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 2 balconies. All in all, the flat is spread over a super ...","['2 Wardrobe', '4 Fan', '1 Exhaust Fan', '3 Geyser', '6 Light', '1 Chimney', '1 Modular Kitchen', '4 AC', '1 Curtains', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"4 BHK Flatin Sector 81, Gurgaon",4.0,  bestech park view grand spa,5.49,13071.43,4200.0,,4,6,servant room,"Bestech Park View Grand Spa Sector 81, Gurgaon",25,west,5 to 10 Year Old,"['Sapphire 83 Mall', 'NH-8, IMT Manesar', 'Dwarka Expressway', ""St. Xavier's High School"", 'Spectra Hospital', 'Indira Gandhi International Airport', 'IMT Manesar', 'Hyatt Regency Gurgaon', 'SkyJumper Trampoline Park', 'National Tennis Academy']","This is your chance to a 4 bhk apartment / flat for sale in bestech park view grand spa sector 81 gurgaon . Where luxury comes with affordability.Basic details: You will love this bright and spacious 4 bedroom apartment with 6 bathrooms, modular kitchen, spacious hall and 4 balconies.The balcony o...","['1 Water Purifier', '1 Fridge', '4 Fan', '1 Exhaust Fan', '4 Light', '2 TV', '1 Chimney', '4 AC', '1 Modular Kitchen', '4 Wardrobe', '2 Bed', '1 Microwave', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Sofa', 'No Stove', 'No Washing Machine']","['Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'Separate entry for servant room', 'No open drainage around', 'Recently Renovated', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']"
"3 BHK Flatin Sector 109, Gurgaon",4.0,  ats tourmale,2.0,11428.57,1750.0,1466.0,3,3,not available,"ATS Tourmaline Sector 109, Gurgaon",20,na,1 to 5 Year Old,"['Dwarka Sector 21 Metro Station', 'NeoSquare Mall', 'Dwarka Expressway', 'Euro International School', 'The NorthCap University', 'Metro Hospital, Palam Vihar', 'Indira Gandhi International Airport', 'Accenture DDC5', 'Hyatt Place Gurgaon Udyog Vihar', 'Hamoni Golf Camp', 'Nehru Stadium']",Ats tourmaline is one of the best society in dwarka expressway.,"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center']",
"3 BHK Flatin Sector 57, Gurgaon",4.0,  bptp freedom park life,3.7,14302.28,2587.0,2580.0,3,4,"study room,servant room","BPTP Freedom Park Life Sector 57, Gurgaon",4,east,5 to 10 Year Old,"['Iffco Chowk', 'Baani Square', 'Nirvana central road', 'Presidium School Gurgaon', 'Gurugram University', 'CK Birla Hospital, Gurgaon', 'Indira Gandhi Intl Airport', 'Gurgaon rlwy station', 'Hans Business Park', 'De Adventure Park', 'DLF Golf and Country Club', 'Tau Devi Lal Athletic Stadium']","This 3 bhk flat is located in bptp freedom park life, which houses some of the most spacious flats in sector 57 gurgaon. This is a east-Facing property. The flat is over 2587 sq.Ft. Super built up area and comes with 3 bedroom(s), 4 bathrooms and more than 3 balconies. The flat has a total of 18 flo...","['3 Wardrobe', '6 Fan', '4 Geyser', '1 Stove', '12 Light', '1 Curtains', '1 Modular Kitchen', '1 Chimney', '5 AC', 'No Bed', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"4 BHK Flatin Nirvana Country, Gurgaon",,  unitech harmony,4.7,14203.69,3309.0,3300.0,4,4,"servant room,study room","Unitech Harmony Nirvana Country, Gurgaon",9,north,5 to 10 Year Old,"['Huda Metro Station (Gurugram)', 'M3M Cosmopolitan Mall', 'Golf Course Ext Road', 'The Sylvan Trails School', 'Gurugram University', 'Park Hospital', 'Indira Gandhi International Airport', 'Leisure Valley Park', 'Vipul Trade Centre', 'Hyatt Regency Hotel', ""Oyster's Water Park"", 'DLF Golf and Country Club', 'F9 Go Karting Gurgaon']","Check out this 4 bhk apartment for sale in unitech harmony, a popular residential project that houses in-Demand flats in nirvana country, gurgaon. This is a north-Facing property. The flat is over 3309 sq.Ft. Super built up area and comes with 4 bedroom(s), 4 bathrooms and 3 balconies. This flat lie...","['5 Fan', '1 Exhaust Fan', '5 Geyser', '1 Stove', '12 Light', '1 Chimney', '1 Curtains', '1 Modular Kitchen', '4 AC', '4 Wardrobe', '1 Microwave', 'No Bed', 'No Dining Table', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
