,society,price,sector,pricePerSqft,propertyType,area,superbuilt,carpet,builtup,bedRooms,bathRooms,address,floorNum,facing,agePossesion,balcony,pooja room,servant room,study room,others,store room,furnishType,luxuryScore
2704,  dlf wellgton estate,4.0,sector 54,22988.51,flat,1740.0,1740.0,1218.0,1479.0,4.0,4.0,"DLF Wellington Estate DLF Phase 5, Gurgaon",10.0,north-east,old property,,0,0,0,0,1,1,164
2705,"  sushant lok phase 3, gurgaon",6.0,sector 57,250000.0,house,240.0,312.0,204.0,240.0,6.0,6.0,"  sushant lok phase 3, gurgaon",2.0,south-west,relatively new property,3+,1,1,1,0,1,1,96
2706,  ats kocoon,2.5,sector 109,11933.17,flat,2095.0,2095.0,1361.75,1676.0,3.0,4.0,"ATS Kocoon Sector 109, Gurgaon",12.0,north-east,relatively new property,,0,1,0,0,0,2,127
2707,  ats kocoon,2.25,sector 109,,flat,,,,,3.0,3.0,"ATS Kocoon Sector 109, Gurgaon",7.0,east,relatively new property,,0,0,0,0,0,2,94
2708,"  tata primanti, sector 72, gurgaon",15.0,sector 72,,house,,,,,4.0,4.0,"  tata primanti, sector 72, gurgaon",2.0,north-east,new property,3+,1,1,1,0,0,1,189
2709,  sobha city,3.4,sector 108,19871.42,flat,1711.0,1711.0,1112.15,1368.8000000000002,3.0,3.0,"Sobha City Sector 108, Gurgaon",10.0,east,relatively new property,,0,0,0,0,0,2,166
2710,  vatika seven elements,1.86,sector 89,9489.8,flat,1960.0,1960.0,1274.0,1568.0,3.0,3.0,"Vatika Seven Elements Sector 89 A, Gurgaon",11.0,north,new property,,1,0,0,0,1,2,221
2711,  bptp mansions park prime,4.1,sector 66,,flat,,,,,4.0,3.0,"BPTP Mansions Park Prime Sector 66, Gurgaon",10.0,south-east,moderatly old property,,0,1,0,0,0,1,77
2712,  dlf new town heights 1,2.0,sector 90,10362.69,flat,1930.0,1930.0,1254.5,1544.0,3.0,3.0,"DLF New Town Heights 1 Sector 90, Gurgaon",4.0,north,moderatly old property,,1,1,0,0,0,1,158
2713,"  block e dlf city phase 1, gurgaon",13.25,sector 26,441666.67,house,300.0,390.0,255.0,300.0,5.0,5.0,"  block e dlf city phase 1, gurgaon",2.0,north-east,old property,3+,1,1,1,1,0,2,120
2714,  experion wdchants,4.28,sector 112,15274.8,flat,2802.0,2802.0,1821.3,2241.6,3.0,3.0,"Experion Windchants Sector 112, Gurgaon",16.0,north,new property,,0,1,0,0,0,1,163
2715,  indiabulls centrum park,1.48,sector 103,9979.77,flat,1483.0,1483.0,889.8,1112.25,2.0,2.0,"Indiabulls Centrum Park Sector 103, Gurgaon",6.0,east,relatively new property,,0,0,1,0,0,1,90
2716,  ramsons kshitij,0.3,sector 95,,flat,,,,,1.0,1.0,"Ramsons Kshitij Sector 95, Gurgaon",7.0,north-east,relatively new property,,0,0,0,0,0,2,130
2717,"  raheja revanta, sector 78, gurgaon",4.25,sector 78,,house,,,,,4.0,3.0,"  raheja revanta, sector 78, gurgaon",4.0,east,new property,2,0,1,0,0,0,2,76
2718,  parsvnath exotica,8.9,sector 53,26253.69,flat,3390.0,3390.0,2373.0,2881.5,4.0,5.0,"Parsvnath Exotica Sector 53, Gurgaon",8.0,north,old property,,1,1,0,0,0,2,80
2719,"  huda flats, sector 9, gurgaon",2.55,sector 9,252475.25,house,101.0,126.25,80.80000000000001,101.0,3.0,3.0,"  huda flats, sector 9, gurgaon",3.0,north-west,moderatly old property,3+,1,0,0,0,0,1,39
2720,  experion the heartsong,2.28,sector 108,11382.93,flat,2003.0,2003.0,1301.95,1602.4,3.0,4.0,"Experion The Heartsong Sector 108, Gurgaon",11.0,east,relatively new property,,0,0,1,0,0,1,211
2721,  ramprastha primera,1.66,sector 37,9222.22,flat,1800.0,1800.0,1170.0,1440.0,3.0,3.0,"Ramprastha Primera Sector 37D, Gurgaon",11.0,west,relatively new property,,0,0,0,0,0,2,154
2722,"  cyber city, v block dlf phase 3, gurgaon",5.34,sector 23,35647.53,house,1498.0,1947.4,1273.3,1498.0,5.0,6.0,"  cyber city, v block dlf phase 3, gurgaon",2.0,east,relatively new property,3+,1,0,0,0,0,1,149
2723,"  ansal api esencia, sector 67, gurgaon",8.2,sector 67,273333.33,house,300.0,390.0,255.0,300.0,7.0,9.0,"  ansal api esencia, sector 67, gurgaon",3.0,west,relatively new property,2,1,1,1,0,1,0,199
2724,  experion the heartsong,1.85,sector 108,10523.32,flat,1758.0,1758.0,1142.7,1406.4,3.0,3.0,"Experion The Heartsong Sector 108, Gurgaon",8.0,north-east,relatively new property,,0,0,1,0,0,1,173
2725,"  amaltas marg on 18 mtr wide road, dlf phase 1 , dlf phase 1, gurgaon",30.0,sector 26,66401.06,house,4518.0,5873.400000000001,3840.2999999999997,4518.0,8.0,4.0,"  amaltas marg on 18 mtr wide road, dlf phase 1 , dlf phase 1, gurgaon",1.0,west,old property,3,1,1,1,1,0,2,63
2726,"  sector 4, gurgaon",4.35,sector 4,174000.0,house,250.0,325.0,212.5,250.0,5.0,5.0,"  sector 4, gurgaon",4.0,north-east,relatively new property,3+,0,0,0,0,1,2,168
2727,  puri emerald bay,2.0,sector 104,12903.23,flat,1550.0,1550.0,930.0,1162.5,2.0,2.0,"Puri Emerald Bay Sector 104, Gurgaon",11.0,north-east,relatively new property,,0,0,0,0,0,1,87
2728,"  vatika signature two, sector 82, gurgaon",8.25,sector 82,21825.4,house,3780.0,4914.0,3213.0,3780.0,4.0,7.0,"  vatika signature two, sector 82, gurgaon",3.0,east,relatively new property,3,0,1,1,0,0,2,46
2729,"  palam vihar, gurgaon",5.75,sector 1,212962.96,house,270.0,337.5,216.0,270.0,3.0,3.0,"  palam vihar, gurgaon",3.0,north,moderatly old property,2,0,0,0,0,1,1,95
2730,  m3m golfestate,6.45,sector 65,21651.56,flat,2979.0,2979.0,1936.3500000000001,2383.2000000000003,3.0,3.0,"M3M Golfestate Sector 65, Gurgaon",7.0,north-east,relatively new property,,0,1,0,0,0,2,221
2731,  brisk lumbi terrace homes,2.4,sector 109,8462.62,flat,2836.0,2836.0,1985.1999999999998,2410.6,4.0,4.0,"Brisk Lumbini Terrace Homes Sector 109, Gurgaon",10.0,south,relatively new property,,0,1,0,0,0,1,221
2732,  tata primanti,5.5,sector 72,18932.87,flat,2905.0,2905.0,2033.4999999999998,2469.25,4.0,4.0,"Tata Primanti Sector 72, Gurgaon",16.0,north-east,relatively new property,,0,1,0,0,1,1,116
2733,"  raheja revanta, sector 78, gurgaon",4.25,sector 78,,house,,,,,4.0,3.0,"  raheja revanta, sector 78, gurgaon",4.0,east,new property,2,0,1,0,0,0,2,94
2734,"  ansals florence villa, sushant lok phase 3, gurgaon",8.15,sector 57,271666.67,house,300.0,390.0,255.0,300.0,4.0,6.0,"  ansals florence villa, sushant lok phase 3, gurgaon",2.0,north-west,moderatly old property,3,1,1,0,0,1,1,116
2735,  tulip violet,2.33,sector 69,14765.53,flat,1578.0,1578.0,1025.7,1262.4,3.0,3.0,"Tulip Violet Sector 69, Gurgaon",11.0,east,relatively new property,,0,0,0,0,0,0,94
2736,"  dlf phase 1, gurgaon",13.65,sector 26,341250.0,house,400.0,520.0,340.0,400.0,6.0,8.0,"  dlf phase 1, gurgaon",4.0,north-west,relatively new property,3,1,1,1,0,1,1,199
2737,"  sector 9, gurgaon",2.5,sector 9,250000.0,house,100.0,125.0,80.0,100.0,3.0,3.0,"  sector 9, gurgaon",3.0,south-east,relatively new property,3+,0,0,0,0,1,2,183
2738,"  sushant lok 3 extension, gurgaon",8.24,sector 57,274666.67,house,300.0,390.0,255.0,300.0,4.0,7.0,"  sushant lok 3 extension, gurgaon",3.0,north-east,relatively new property,3,1,1,0,0,1,2,73
2739,"  luxury villa, sector 30, gurgaon",5.6,sector 30,86153.85,house,650.0,812.5,520.0,650.0,3.0,3.0,"  luxury villa, sector 30, gurgaon",1.0,north,relatively new property,1,0,0,0,0,0,0,79
2740,  unitech the world spa west,6.75,sector 30,24047.03,flat,2807.0,2807.0,1824.55,2245.6,3.0,3.0,"Unitech The World Spa West Sector 30, Gurgaon",10.0,east,old property,,0,1,0,0,0,1,61
2741,  emaar digihomes,3.3,sector 62,21879.52,flat,1508.26,1508.26,904.956,1131.195,2.0,2.0,"Emaar Digihomes Sector 62, Gurgaon",8.0,east,relatively new property,,0,0,0,0,0,1,87
2742,  sobha city,4.8,sector 108,20486.56,flat,2343.0,2343.0,1522.95,1874.4,3.0,5.0,"Sobha City Sector 108, Gurgaon",5.0,north-west,relatively new property,,0,1,0,0,0,1,206
2743,  m3m heights,3.9,sector 65,19500.0,flat,2000.0,2000.0,1300.0,1600.0,3.0,4.0,"M3M Heights Sector 65, Gurgaon",15.0,west,relatively new property,,0,1,0,0,0,1,87
2744,"  international city by sobha phase 1, sector 109, gurgaon",14.5,sector 109,362500.0,house,400.0,520.0,340.0,400.0,7.0,6.0,"  international city by sobha phase 1, sector 109, gurgaon",3.0,north-east,relatively new property,3+,1,1,1,0,1,2,198
2745,"  sector 7, gurgaon",3.5,sector 7,218750.0,house,160.0,208.0,136.0,160.0,4.0,4.0,"  sector 7, gurgaon",1.0,east,relatively new property,3+,0,0,1,0,0,2,83
2746,"  south city 1, gurgaon",10.75,sector 41,,house,,,,,7.0,9.0,"  south city 1, gurgaon",3.0,north-east,relatively new property,3,1,1,1,0,1,1,199
2747,  orchid petals,3.05,sector 49,16897.51,flat,1805.0,1805.0,1173.25,1444.0,3.0,3.0,"Orchid Petals Sector 49, Gurgaon",2.0,north-east,old property,,0,0,0,1,0,1,165
2748,"  sector 45, gurgaon",5.5,sector 45,37957.21,house,1449.0,1883.7,1231.6499999999999,1449.0,6.0,6.0,"  sector 45, gurgaon",3.0,north-east,moderatly old property,2,1,0,0,0,0,1,121
2749,  emaar mgf emerald floors premier,3.4,sector 65,,flat,,,,,4.0,4.0,"Emaar MGF Emerald Floors Premier Sector 65, Gurgaon",3.0,west,relatively new property,,0,1,1,0,0,0,212
2750,"  vishnu garden, gurgaon",0.65,sector 105,14444.44,house,450.0,540.0,337.5,450.0,2.0,2.0,"  vishnu garden, gurgaon",2.0,north,relatively new property,2,0,0,0,0,0,2,22
2751,  puri diplomatic greens,4.72,sector 111,16000.0,flat,2950.0,2950.0,2065.0,2507.5,4.0,5.0,"Puri Diplomatic Greens Sector 111, Gurgaon",9.0,east,moderatly old property,,0,1,0,0,0,2,132
2752,"  sector 52, sector 52, gurgaon",4.25,sector 52,363247.86,house,117.0,152.1,99.45,117.0,7.0,7.0,"  sector 52, sector 52, gurgaon",4.0,north-east,relatively new property,3+,0,0,1,0,1,1,111
2753,  m3m woodshire,1.35,sector 107,9882.87,flat,1366.0,1366.0,819.6,1024.5,2.0,2.0,"M3M Woodshire Sector 107, Gurgaon",8.0,north-east,relatively new property,,0,0,0,0,0,2,145
2754,"  block c, sushant lok phase 1, gurgaon",3.55,sector 43,591666.67,house,60.0,78.0,51.0,60.0,10.0,10.0,"  block c, sushant lok phase 1, gurgaon",4.0,north,new property,3+,1,1,1,1,0,1,29
2755,  ramprastha the edge towers,1.05,sector 37,7446.81,flat,1410.0,1410.0,846.0,1057.5,2.0,2.0,"Ramprastha The Edge Towers Sector 37D, Gurgaon",15.0,north-east,new property,,0,0,0,0,0,2,129
2756,"  part 3 sector 5, gurgaon",3.6,part 3 sector 5,,house,,,,,2.0,2.0,"  part 3 sector 5, gurgaon",,south-west,old property,2,0,0,0,0,0,2,66
2757,  ss the leaf,2.72,sector 85,11295.68,flat,2408.0,2408.0,1565.2,1926.4,3.0,4.0,"SS The Leaf Sector 85, Gurgaon",2.0,east,relatively new property,,0,1,0,0,0,2,221
2758,"  sector 40, sector 40, gurgaon",3.5,sector 40,350000.0,house,100.0,125.0,80.0,100.0,3.0,3.0,"  sector 40, sector 40, gurgaon",3.0,north-east,relatively new property,2,0,0,0,0,0,2,105
2759,  ats triumph,2.71,sector 104,11834.06,flat,2290.0,2290.0,1488.5,1832.0,3.0,3.0,"ATS Triumph Sector 104, Gurgaon",6.0,east,new property,,0,1,0,0,0,2,103
2760,  m3m golfestate,9.0,sector 65,22443.89,flat,4010.0,4010.0,2606.5,3208.0,3.0,3.0,"M3M Golfestate Sector 65, Gurgaon",5.0,north-east,relatively new property,,0,0,0,0,0,2,221
2761,"  sector 42, gurgaon",10.95,sector 42,524425.29,house,208.8,271.44,177.48000000000002,208.8,12.0,11.0,"  sector 42, gurgaon",4.0,south,relatively new property,3+,0,1,0,0,0,0,99
2762,"  sector 45, gurgaon",3.25,sector 45,541666.67,house,60.0,78.0,51.0,60.0,10.0,10.0,"  sector 45, gurgaon",5.0,south-east,new property,3+,1,1,1,1,0,1,63
2763,  pareena coban residences,1.6,sector 99,10322.58,flat,1550.0,1550.0,930.0,1162.5,2.0,2.0,"Pareena Coban Residences Sector 99A, Gurgaon",9.0,east,relatively new property,,0,0,1,0,0,2,189
2764,  adani m2k oyster grande,2.22,sector 102,13143.87,flat,1689.0,1689.0,1097.8500000000001,1351.2,3.0,3.0,"Adani M2K Oyster Grande Sector 102, Gurgaon",14.0,north-east,relatively new property,,0,0,0,0,0,2,163
2765,  paras dews,1.76,sector 106,9263.16,flat,1900.0,1900.0,1235.0,1520.0,3.0,4.0,"Paras Dews Sector 106, Gurgaon",19.0,north-west,relatively new property,,0,1,1,0,0,2,221
2766,  pareena coban residences,2.45,sector 99,10416.67,flat,2352.0,2352.0,1646.3999999999999,1999.2,4.0,5.0,"Pareena Coban Residences Sector 99A, Gurgaon",3.0,east,relatively new property,,0,1,0,0,0,2,100
2767,  emaar mgf the palm drive,8.5,sector 66,22904.88,flat,3711.0,3711.0,2597.7,3154.35,4.0,5.0,"Emaar MGF The Palm Drive Sector 66, Gurgaon",16.0,na,moderatly old property,,0,1,0,0,0,1,84
2768,"  dlf phase 4, gurgaon",13.0,sector 28,,house,,,,,3.0,3.0,"  dlf phase 4, gurgaon",4.0,north,relatively new property,2,0,1,0,0,0,1,59
2769,"  a block sushant lok phase 1, gurgaon",25.0,sector 43,307503.08,house,813.0,1056.9,691.05,813.0,11.0,11.0,"  a block sushant lok phase 1, gurgaon",3.0,north-east,old property,3+,0,1,0,0,0,1,73
2770,"  b1 block sector 57, gurgaon",4.9,b1 block sector 57,99190.28,house,494.0,642.2,419.9,494.0,4.0,4.0,"  b1 block sector 57, gurgaon",4.0,north-west,new property,2,0,1,0,0,0,1,28
2771,  ss lden floors,2.85,sector 84,,flat,,,,,4.0,4.0,"SS Linden Floors Sector 84, Gurgaon",3.0,north-east,new property,,0,0,1,0,0,1,203
2772,  paras dews,1.4,sector 106,10108.3,flat,1385.0,1385.0,831.0,1038.75,2.0,2.0,"Paras Dews Sector 106, Gurgaon",7.0,north-east,relatively new property,,0,0,0,0,0,1,203
2773,"  sector 27, gurgaon",9.5,sector 27,363984.67,house,261.0,339.3,221.85,261.0,9.0,9.0,"  sector 27, gurgaon",3.0,east,moderatly old property,3,0,1,0,0,1,1,97
2774,"  sector 52, sector 52, gurgaon",6.35,sector 52,241444.87,house,263.0,328.75,210.4,263.0,3.0,3.0,"  sector 52, sector 52, gurgaon",1.0,north-east,relatively new property,1,0,0,0,0,0,2,111
2775,  indiabulls centrum park,1.8,sector 103,9473.68,flat,1900.0,1900.0,1235.0,1520.0,3.0,3.0,"Indiabulls Centrum Park Sector 103, Gurgaon",3.0,south,relatively new property,,0,0,0,0,0,2,101
2776,"  ashoka crescent, dlf phase 1, gurgaon",11.85,sector 26,474000.0,house,250.0,325.0,212.5,250.0,5.0,6.0,"  ashoka crescent, dlf phase 1, gurgaon",3.0,north-east,relatively new property,3+,1,1,1,0,1,1,207
2777,  signature global park,1.05,sector 36 soh,,flat,,,,,2.0,2.0,"Signature Global park Sector 36 Sohna, Gurgaon",2.0,east,new property,,0,0,0,0,0,2,57
2778,"  ansal sushant lok plots, sushant lok phase 1, gurgaon",3.3,sector 43,550000.0,house,60.0,78.0,51.0,60.0,10.0,10.0,"  ansal sushant lok plots, sushant lok phase 1, gurgaon",5.0,north-west,relatively new property,3+,0,0,1,0,0,0,147
2779,  pareena express heights,2.15,sector 99,10000.0,flat,2150.0,2150.0,1397.5,1720.0,3.0,3.0,"Pareena Express Heights Sector 99, Gurgaon",8.0,west,new property,,0,1,0,0,0,2,82
2780,  godrej meridien,4.09,sector 106,15036.76,flat,2720.0,2720.0,1903.9999999999998,2312.0,4.0,5.0,"Godrej Meridien Sector 106, Gurgaon",31.0,north,new property,,0,1,0,0,1,2,92
2781,  umang wter hills,1.27,sector 77,9463.49,flat,1342.0,1342.0,805.1999999999999,1006.5,2.0,2.0,"Umang Winter Hills Sector 77, Gurgaon",5.0,north-east,relatively new property,,0,0,0,0,0,1,94
2782,"  v block dlf phase 3, gurgaon",8.5,sector 23,1062500.0,house,80.0,104.0,68.0,80.0,18.0,19.0,"  v block dlf phase 3, gurgaon",4.0,north-east,relatively new property,3+,0,1,0,0,0,2,112
2783,  experion wdchants,7.2,sector 112,14851.49,flat,4848.0,4848.0,3393.6,4120.8,4.0,4.0,"Experion Windchants Sector 112, Gurgaon",12.0,north,new property,,0,1,0,0,0,1,163
2784,  ireo the corridors,2.6,sector 67,13333.33,flat,1950.0,1950.0,1267.5,1560.0,3.0,3.0,"Ireo The Corridors Sector 67A, Gurgaon",9.0,east,relatively new property,,0,1,0,0,0,1,171
2785,  dlf the skycourt,2.39,sector 86,12389.84,flat,1929.0,1929.0,1253.8500000000001,1543.2,3.0,3.0,"DLF The Skycourt Sector 86, Gurgaon",15.0,east,relatively new property,,0,0,0,0,0,2,121
2786,  paras dews,1.8,sector 106,7643.31,flat,2355.0,2355.0,1648.5,2001.75,4.0,6.0,"Paras Dews Sector 106, Gurgaon",6.0,east,moderatly old property,,0,1,0,0,0,2,166
2787,"  block s uppals southend, gurgaon",1.6,sector 49,74418.6,house,215.0,268.75,172.0,215.0,3.0,3.0,"  block s uppals southend, gurgaon",2.0,east,relatively new property,2,0,0,1,0,0,2,63
2788,"  huda sector-46, sector 46, gurgaon",3.65,sector 46,365000.0,house,100.0,130.0,85.0,100.0,6.0,6.0,"  huda sector-46, sector 46, gurgaon",3.0,north-east,moderatly old property,3+,0,1,0,0,1,2,66
2789,  sare homes,1.7,sector 92,,flat,,,,,4.0,4.0,"Sare Homes Sector 92, Gurgaon",14.0,north-east,new property,,1,1,0,0,0,2,89
2790,"  vipul tatvam villa, sector 48, gurgaon",8.0,sector 48,275862.07,house,290.0,377.0,246.5,290.0,4.0,4.0,"  vipul tatvam villa, sector 48, gurgaon",2.0,north,new property,2,1,0,0,0,1,2,67
2791,"  laxman vihar phase 2, gurgaon",1.0,sector 46,94339.62,house,106.0,137.8,90.1,106.0,4.0,2.0,"  laxman vihar phase 2, gurgaon",2.0,west,moderatly old property,1,0,0,0,0,0,2,44
2792,  puri emerald bay,1.95,sector 104,12580.65,flat,1550.0,1550.0,930.0,1162.5,2.0,2.0,"Puri Emerald Bay Sector 104, Gurgaon",10.0,north,relatively new property,,0,0,0,0,0,2,133
2793,  vatika sovereign park,3.9,sector 99,11607.14,flat,3360.0,3360.0,2352.0,2856.0,4.0,4.0,"Vatika Sovereign Park Sector 99, Gurgaon",3.0,east,new property,,1,1,1,0,1,1,221
2794,"  vipul tatvam villa, sector 48, gurgaon",11.0,sector 48,305555.56,house,360.0,468.0,306.0,360.0,4.0,4.0,"  vipul tatvam villa, sector 48, gurgaon",3.0,north,moderatly old property,3+,0,1,0,1,0,1,126
2795,  chtels serenity,4.53,sector 109,15487.18,flat,2925.0,2925.0,2047.4999999999998,2486.25,4.0,5.0,"Chintels Serenity Sector 109, Gurgaon",4.0,north-east,relatively new property,,1,1,0,0,0,2,103
2796,"  rathore villa, pataudi, gurgaon",0.55,sector 1,4074.07,house,1350.0,1620.0,1012.5,1350.0,2.0,2.0,"  rathore villa, pataudi, gurgaon",1.0,west,relatively new property,1,1,0,0,1,0,2,26
2797,  m3m golfestate,7.0,sector 65,24561.4,flat,2850.0,2850.0,1852.5,2280.0,3.0,4.0,"M3M Golfestate Sector 65, Gurgaon",20.0,east,relatively new property,,1,1,1,0,1,0,146
2798,"  sushant lok phase 1, gurgaon",14.0,sector 43,350000.0,house,400.0,520.0,340.0,400.0,6.0,5.0,"  sushant lok phase 1, gurgaon",3.0,na,moderatly old property,3+,0,0,0,0,0,0,26
2799,"  a block sushant lok phase 1, gurgaon",14.5,sector 43,402777.78,house,360.0,468.0,306.0,360.0,27.0,27.0,"  a block sushant lok phase 1, gurgaon",5.0,north,relatively new property,3+,0,1,0,0,0,0,83
2800,  bestech park view grand spa,4.5,sector 81,,flat,,,,,4.0,4.0,"Bestech Park View Grand Spa Sector 81, Gurgaon",10.0,north,relatively new property,,0,1,0,0,0,1,221
2801,"  vipul tatvam villa, sector 48, gurgaon",8.0,sector 48,277777.78,house,288.0,360.0,230.4,288.0,3.0,3.0,"  vipul tatvam villa, sector 48, gurgaon",3.0,north-east,new property,3+,0,1,1,0,0,1,189
2802,  umang wter hills,1.96,sector 77,9436.69,flat,2077.0,2077.0,1350.05,1661.6000000000001,3.0,4.0,"Umang Winter Hills Sector 77, Gurgaon",13.0,south-east,relatively new property,,0,1,0,1,0,1,94
2803,"  ansals palam vihar, palam vihar, gurgaon",11.0,sector 1,211538.46,house,520.0,676.0,442.0,520.0,5.0,6.0,"  ansals palam vihar, palam vihar, gurgaon",2.0,east,moderatly old property,3,0,1,1,1,0,0,63
2804,"  sector 31, gurgaon",10.0,sector 31,277777.78,house,360.0,468.0,306.0,360.0,8.0,8.0,"  sector 31, gurgaon",3.0,north-east,moderatly old property,3+,1,1,1,0,1,1,77
2805,"  mapsko casa bella, sector 82, gurgaon",5.55,sector 82,201818.18,house,275.0,357.5,233.75,275.0,5.0,6.0,"  mapsko casa bella, sector 82, gurgaon",3.0,north-east,old property,3,0,1,0,0,0,2,113
2806,"  ansal plaza, sector 23, gurgaon",4.0,sector 23,248447.2,house,161.0,209.3,136.85,161.0,4.0,4.0,"  ansal plaza, sector 23, gurgaon",3.0,east,moderatly old property,2,0,0,0,0,1,1,78
2807,"  block c palam vihar, gurgaon",4.25,sector 1,245664.74,house,173.0,224.9,147.04999999999998,173.0,4.0,4.0,"  block c palam vihar, gurgaon",3.0,north,relatively new property,3,0,0,0,0,0,2,67
2808,"  sector 5, gurgaon",5.25,sector 5,256097.56,house,205.0,266.5,174.25,205.0,6.0,5.0,"  sector 5, gurgaon",2.0,north-east,relatively new property,2,0,0,0,0,0,2,72
2809,  krisumi waterfall residences,4.85,sector 36,19109.54,flat,2538.0,2538.0,1649.7,2030.4,3.0,3.0,"Krisumi Waterfall Residences Sector 36A, Gurgaon",20.0,west,relatively new property,,0,1,1,0,0,2,221
2810,  m3m woodshire,1.3,sector 107,9516.84,flat,1366.0,1366.0,819.6,1024.5,2.0,2.0,"M3M Woodshire Sector 107, Gurgaon",4.0,north,relatively new property,,0,0,0,0,0,2,221
2811,  orchid petals,4.7,sector 49,,flat,,,,,4.0,4.0,"Orchid Petals Sector 49, Gurgaon",14.0,north-east,moderatly old property,,0,1,1,0,0,2,124
2812,  signature the roselia,0.66,sector 95,,flat,,,,,2.0,2.0,"Signature The Roselia Sector 95A, Gurgaon",4.0,north-east,relatively new property,,0,0,0,0,0,2,64
2813,"  ardee city, sector 52, gurgaon",7.35,sector 52,27222.22,house,2700.0,3510.0,2295.0,2700.0,9.0,9.0,"  ardee city, sector 52, gurgaon",3.0,east,old property,3+,0,1,0,0,0,1,84
2814,"  ansals florence villa, sushant lok phase 3, gurgaon",6.25,sector 57,19531.25,house,3200.0,4160.0,2720.0,3200.0,6.0,5.0,"  ansals florence villa, sushant lok phase 3, gurgaon",3.0,north-west,moderatly old property,3+,1,1,1,1,0,0,63
2815,  ats triumph,3.6,sector 104,11428.57,flat,3150.0,3150.0,2205.0,2677.5,4.0,4.0,"ATS Triumph Sector 104, Gurgaon",12.0,north-east,relatively new property,,0,1,0,0,0,2,163
2816,  vatika sovereign park,3.5,sector 99,12589.93,flat,2780.0,2780.0,1807.0,2224.0,3.0,3.0,"Vatika Sovereign Park Sector 99, Gurgaon",1.0,north-east,new property,,0,1,0,0,0,2,127
2817,  godrej meridien,2.05,sector 106,14335.66,flat,1430.0,1430.0,858.0,1072.5,2.0,2.0,"Godrej Meridien Sector 106, Gurgaon",10.0,na,relatively new property,,0,0,0,0,0,2,63
2818,  ireo the corridors,2.5,sector 67,13319.13,flat,1877.0,1877.0,1220.05,1501.6000000000001,3.0,3.0,"Ireo The Corridors Sector 67A, Gurgaon",9.0,south,relatively new property,,0,1,0,0,1,2,46
2819,"  block c, sushant lok phase 1, gurgaon",7.3,sector 43,339534.88,house,215.0,279.5,182.75,215.0,4.0,5.0,"  block c, sushant lok phase 1, gurgaon",3.0,south-west,relatively new property,3+,1,1,0,0,1,1,84
